sequence,preset,score
HoneyBee,540p_60hz_q_23,55.97263871
HoneyBee,540p_60hz_q_27,51.21379998
HoneyBee,720p_120hz_q_19,66.39627281
HoneyBee,720p_120hz_q_27,60.12279647
HoneyBee,720p_120hz_q_31,50.98547571
HoneyBee,720p_60hz_q_19,64.54659178
HoneyBee,720p_60hz_q_27,59.67344504
HoneyBee,720p_60hz_q_31,53.61206411
Jockey,1080p_120hz_q_27,65.64807153
Jockey,1080p_120hz_q_31,62.17018987
Jockey,1080p_120hz_q_35,55.51668567
Jockey,1080p_120hz_q_41,42.61992563
Jockey,1080p_60hz_q_25,66.02070289
Jockey,1080p_60hz_q_33,55.44497707
Jockey,1080p_60hz_q_37,49.16123776
Jockey,2160p_120hz_q_25,69.27260134
Jockey,2160p_120hz_q_33,66.77650168
Jockey,2160p_120hz_q_39,58.61769608
Jockey,2160p_120hz_q_45,38.00520553
Jockey,2160p_120hz_q_51,28.14211698
Jockey,2160p_60hz_q_33,63.85826441
Jockey,2160p_60hz_q_37,56.56984995
Jockey,2160p_60hz_q_43,41.67957372
Jockey,2160p_60hz_q_47,30.97434637
Jockey,540p_120hz_q_23,60.43400019
Jockey,540p_120hz_q_29,54.31944656
Jockey,540p_120hz_q_33,47.37657766
Jockey,540p_60hz_q_21,57.50771704
Jockey,540p_60hz_q_25,56.45814096
Jockey,540p_60hz_q_31,49.45535488
Jockey,720p_120hz_q_23,64.43919742
Jockey,720p_120hz_q_27,61.82349729
Jockey,720p_120hz_q_31,55.78630132
Jockey,720p_120hz_q_35,47.32673227
Jockey,720p_60hz_q_21,61.72839883
Jockey,720p_60hz_q_29,55.58061392
Jockey,720p_60hz_q_33,51.72077716
Monkeys,1080p_30hz_q_27,68.69759645
Monkeys,1080p_30hz_q_33,54.11470738
Monkeys,1080p_30hz_q_37,40.82699737
Monkeys,1080p_30hz_q_41,28.16558102
Monkeys,1080p_60hz_q_29,68.6912056
Monkeys,1080p_60hz_q_37,44.88290171
Monkeys,1080p_60hz_q_43,24.06656671
Monkeys,2160p_30hz_q_33,69.72276091
Monkeys,2160p_30hz_q_39,53.17516828
Monkeys,2160p_30hz_q_43,35.91238233
Monkeys,2160p_30hz_q_49,19.80430012
Monkeys,2160p_60hz_q_27,76.86753058
Monkeys,2160p_60hz_q_35,71.3346858
Monkeys,2160p_60hz_q_41,51.19758813
Monkeys,2160p_60hz_q_45,33.80737442
Monkeys,2160p_60hz_q_51,20.27450544
Monkeys,540p_30hz_q_17,65.08759379
Monkeys,540p_30hz_q_25,56.09414137
Monkeys,540p_30hz_q_29,45.5112454
Monkeys,540p_30hz_q_33,29.25230452
Monkeys,540p_60hz_q_19,64.96786329
Monkeys,540p_60hz_q_27,49.76037817
Monkeys,540p_60hz_q_31,35.51465747
Monkeys,540p_60hz_q_35,30.11755972
Monkeys,720p_30hz_q_21,68.34218281
Monkeys,720p_30hz_q_31,47.16567195
Monkeys,720p_30hz_q_37,29.54134559
Monkeys,720p_60hz_q_23,67.88338486
Monkeys,720p_60hz_q_33,40.78427636
Monkeys,720p_60hz_q_39,24.33047473
Narrator,1080p_30hz_q_25,64.3491476
Narrator,1080p_30hz_q_29,60.95345633
Narrator,1080p_30hz_q_35,43.17943293
Narrator,1080p_30hz_q_39,33.5726561
Narrator,1080p_60hz_q_27,65.68196121
Narrator,1080p_60hz_q_31,55.90759231
Narrator,1080p_60hz_q_37,37.17333106
Narrator,1080p_60hz_q_41,28.26695245
Narrator,2160p_30hz_q_31,65.25696638
Narrator,2160p_30hz_q_37,55.93221816
Narrator,2160p_30hz_q_43,35.42198686
Narrator,2160p_30hz_q_47,25.61769249
Narrator,2160p_60hz_q_25,70.54440009
Narrator,2160p_60hz_q_33,64.97101436
Narrator,2160p_60hz_q_39,45.08975541
Narrator,2160p_60hz_q_45,31.14634801
Narrator,2160p_60hz_q_51,20.96095965
Narrator,540p_30hz_q_17,58.61372798
Narrator,540p_30hz_q_23,50.30384022
Narrator,540p_30hz_q_33,35.7452952
Narrator,540p_60hz_q_19,57.48914256
Narrator,540p_60hz_q_25,50.37722292
Narrator,540p_60hz_q_35,29.10297825
Narrator,720p_30hz_q_21,61.57447285
Narrator,720p_30hz_q_25,57.36501887
Narrator,720p_30hz_q_31,44.7218763
Narrator,720p_30hz_q_35,35.2694298
Narrator,720p_60hz_q_23,62.03252218
Narrator,720p_60hz_q_27,56.16442541
Narrator,720p_60hz_q_33,39.86222944
Narrator,720p_60hz_q_37,31.76175009
Ready,1080p_120hz_q_31,68.84124607
Ready,1080p_120hz_q_37,61.01540676
Ready,1080p_120hz_q_43,40.73854776
Ready,1080p_60hz_q_27,68.53020932
Ready,1080p_60hz_q_33,62.35509565
Ready,1080p_60hz_q_37,58.66673059
Ready,1080p_60hz_q_41,46.46562464
Ready,2160p_120hz_q_27,74.6993181
Ready,2160p_120hz_q_37,70.80612554
Ready,2160p_120hz_q_43,60.68346211
Ready,2160p_120hz_q_47,42.45127682
Ready,2160p_120hz_q_51,28.25314097
Ready,2160p_60hz_q_35,67.6966915
Ready,2160p_60hz_q_41,60.14419725
Ready,2160p_60hz_q_45,47.10048203
Ready,2160p_60hz_q_47,37.42879649
Ready,540p_120hz_q_25,63.050587
Ready,540p_120hz_q_33,51.62398629
Ready,540p_120hz_q_37,38.44755094
Ready,540p_60hz_q_21,62.02383291
Ready,540p_60hz_q_27,54.01980388
Ready,540p_60hz_q_33,45.62971451
Ready,720p_120hz_q_27,66.10825096
Ready,720p_120hz_q_33,62.21190082
Ready,720p_120hz_q_39,45.99447844
Ready,720p_60hz_q_23,65.68175444
Ready,720p_60hz_q_29,62.23267401
Ready,720p_60hz_q_33,52.12427999
Ready,720p_60hz_q_37,46.39435883
Ritual,1080p_30hz_q_27,61.08162504
Ritual,1080p_30hz_q_31,55.34519166
Ritual,1080p_30hz_q_35,47.11202655
Ritual,1080p_30hz_q_39,36.34509438
Ritual,1080p_60hz_q_31,58.89453788
Ritual,1080p_60hz_q_37,45.65028173
Ritual,1080p_60hz_q_41,33.72530357
Ritual,2160p_30hz_q_33,60.50905934
Ritual,2160p_30hz_q_39,47.15387108
Ritual,2160p_30hz_q_43,38.90867382
Ritual,2160p_30hz_q_47,27.87049734
Ritual,2160p_60hz_q_29,71.6003949
Ritual,2160p_60hz_q_37,61.68302879
Ritual,2160p_60hz_q_41,50.24968563
Ritual,2160p_60hz_q_45,36.88930472
Ritual,2160p_60hz_q_49,23.40534088
Ritual,540p_30hz_q_21,56.29464985
Ritual,540p_30hz_q_29,43.80244997
Ritual,540p_30hz_q_33,38.69380748
Ritual,540p_60hz_q_23,57.62415581
Ritual,540p_60hz_q_31,42.16579833
Ritual,540p_60hz_q_35,32.90881292
Ritual,720p_30hz_q_23,59.4977548
Ritual,720p_30hz_q_31,48.1782008
Ritual,720p_30hz_q_35,36.27293154
Ritual,720p_60hz_q_27,59.60587271
Ritual,720p_60hz_q_33,46.28438622
Ritual,720p_60hz_q_37,34.07437089
SeaRock,1080p_30hz_q_25,61.02315473
SeaRock,1080p_30hz_q_29,56.3268657
SeaRock,1080p_30hz_q_35,39.76801955
SeaRock,1080p_30hz_q_39,27.65308874
SeaRock,1080p_60hz_q_27,65.56792083
SeaRock,1080p_60hz_q_31,51.39895052
SeaRock,1080p_60hz_q_37,35.20582306
SeaRock,1080p_60hz_q_41,22.01332885
SeaRock,2160p_30hz_q_31,63.83722772
SeaRock,2160p_30hz_q_37,51.02883846
SeaRock,2160p_30hz_q_43,32.21612404
SeaRock,2160p_30hz_q_47,20.59987541
SeaRock,2160p_60hz_q_27,72.90278765
SeaRock,2160p_60hz_q_33,64.89309492
SeaRock,2160p_60hz_q_39,47.76058631
SeaRock,2160p_60hz_q_45,28.08911301
SeaRock,2160p_60hz_q_51,17.81515929
SeaRock,540p_30hz_q_17,61.88918301
SeaRock,540p_30hz_q_23,56.46444444
SeaRock,540p_30hz_q_33,27.39577277
SeaRock,540p_60hz_q_19,64.83191812
SeaRock,540p_60hz_q_25,50.29968153
SeaRock,540p_60hz_q_33,26.68268472
SeaRock,720p_30hz_q_21,62.69171785
SeaRock,720p_30hz_q_25,56.40155099
SeaRock,720p_30hz_q_31,39.14094294
SeaRock,720p_30hz_q_35,28.25610146
SeaRock,720p_60hz_q_23,65.25485153
SeaRock,720p_60hz_q_27,54.43750312
SeaRock,720p_60hz_q_33,32.9363157
SeaRock,720p_60hz_q_37,22.75990778
Toddler,1080p_30hz_q_29,59.44184238
Toddler,1080p_30hz_q_33,53.2212319
Toddler,1080p_30hz_q_37,38.64414796
Toddler,1080p_30hz_q_41,27.92891714
Toddler,1080p_60hz_q_33,58.62802964
Toddler,1080p_60hz_q_37,45.07802467
Toddler,1080p_60hz_q_43,23.41502951
Toddler,2160p_30hz_q_35,59.31837069
Toddler,2160p_30hz_q_39,49.94069683
Toddler,2160p_30hz_q_43,39.46419723
Toddler,2160p_30hz_q_47,24.35031272
Toddler,2160p_60hz_q_35,65.9384345
Toddler,2160p_60hz_q_39,64.52287362
Toddler,2160p_60hz_q_43,48.79691263
Toddler,2160p_60hz_q_47,30.99657675
Toddler,2160p_60hz_q_51,19.1175809
Toddler,540p_30hz_q_19,49.63430675
Toddler,540p_30hz_q_25,45.60758236
Toddler,540p_30hz_q_33,28.6866833
Toddler,540p_60hz_q_25,54.19775257
Toddler,540p_60hz_q_29,45.40100792
Toddler,540p_60hz_q_37,21.36241937
Toddler,720p_30hz_q_23,56.66101824
Toddler,720p_30hz_q_29,50.19803795
Toddler,720p_30hz_q_33,37.65447939
Toddler,720p_30hz_q_37,28.98834297
Toddler,720p_60hz_q_29,56.61824941
Toddler,720p_60hz_q_33,44.51014543
Toddler,720p_60hz_q_37,28.45790419
Toddler,720p_60hz_q_39,24.91644129
Tunnel,1080p_30hz_q_29,60.54438736
Tunnel,1080p_30hz_q_33,51.40380442
Tunnel,1080p_30hz_q_37,47.71490865
Tunnel,1080p_30hz_q_41,32.28928218
Tunnel,1080p_60hz_q_31,66.26015547
Tunnel,1080p_60hz_q_35,58.30674018
Tunnel,1080p_60hz_q_39,41.43212297
Tunnel,1080p_60hz_q_43,29.82179498
Tunnel,2160p_30hz_q_35,61.1358742
Tunnel,2160p_30hz_q_39,54.65044658
Tunnel,2160p_30hz_q_47,34.7008399
Tunnel,2160p_60hz_q_27,70.64345076
Tunnel,2160p_60hz_q_37,64.32440926
Tunnel,2160p_60hz_q_41,53.26179947
Tunnel,2160p_60hz_q_47,34.40581471
Tunnel,2160p_60hz_q_51,25.07724638
Tunnel,540p_30hz_q_23,47.56824971
Tunnel,540p_30hz_q_27,42.75724218
Tunnel,540p_30hz_q_33,35.30044775
Tunnel,540p_60hz_q_25,48.51306662
Tunnel,540p_60hz_q_29,40.84017517
Tunnel,540p_60hz_q_35,30.62637179
Tunnel,720p_30hz_q_25,54.66093375
Tunnel,720p_30hz_q_29,52.25879222
Tunnel,720p_30hz_q_37,36.32299616
Tunnel,720p_60hz_q_27,56.14441161
Tunnel,720p_60hz_q_31,47.09901482
Tunnel,720p_60hz_q_39,33.10348216
Yacht,1080p_120hz_q_33,64.1451442
Yacht,1080p_120hz_q_37,56.11735823
Yacht,1080p_120hz_q_43,36.1415256
Yacht,1080p_60hz_q_29,62.82222387
Yacht,1080p_60hz_q_35,60.34607714
Yacht,1080p_60hz_q_41,44.09188161
Yacht,2160p_120hz_q_31,70.64811008
Yacht,2160p_120hz_q_39,65.83188523
Yacht,2160p_120hz_q_43,52.76919729
Yacht,2160p_120hz_q_47,39.07483887
Yacht,2160p_120hz_q_51,26.48720674
Yacht,2160p_60hz_q_37,65.28776605
Yacht,2160p_60hz_q_41,54.98372209
Yacht,2160p_60hz_q_45,47.59730092
Yacht,2160p_60hz_q_49,32.56379282
Yacht,540p_120hz_q_25,59.23582894
Yacht,540p_120hz_q_31,52.89967579
Yacht,540p_120hz_q_37,35.83853214
Yacht,540p_60hz_q_23,58.51752561
Yacht,540p_60hz_q_27,56.46140156
Yacht,540p_60hz_q_35,40.84109063
Yacht,720p_120hz_q_29,60.71914055
Yacht,720p_120hz_q_33,57.87210445
Yacht,720p_120hz_q_39,37.99226821
Yacht,720p_60hz_q_25,61.40782147
Yacht,720p_60hz_q_31,60.89843281
Yacht,720p_60hz_q_37,42.44252715
