sequence,preset,score
cutting_orange_tuil,750kbps_360p_59_94fps_h264,2.44827586206897
cutting_orange_tuil,750kbps_720p_59_94fps_h264,2.7241379310344795
cutting_orange_tuil,2000kbps_720p_59_94fps_h264,3.44827586206897
cutting_orange_tuil,2000kbps_1080p_59_94fps_h264,3.31034482758621
cutting_orange_tuil,7500kbps_1080p_59_94fps_h264,3.96551724137931
cutting_orange_tuil,15000kbps_1080p_59_94fps_h264,4.2758620689655205
cutting_orange_tuil,7500kbps_2160p_59_94fps_h264,4.20689655172414
cutting_orange_tuil,15000kbps_2160p_59_94fps_h264,4.20689655172414
cutting_orange_tuil,40000kbps_2160p_59_94fps_h264,4.37931034482759
cutting_orange_tuil,200kbps_360p_59_94fps_hevc,1.44827586206897
cutting_orange_tuil,750kbps_360p_59_94fps_hevc,2.55172413793103
cutting_orange_tuil,750kbps_720p_59_94fps_hevc,3.1724137931034497
cutting_orange_tuil,2000kbps_720p_59_94fps_hevc,3.68965517241379
cutting_orange_tuil,2000kbps_1080p_59_94fps_hevc,3.79310344827586
cutting_orange_tuil,7500kbps_1080p_59_94fps_hevc,4.103448275862069
cutting_orange_tuil,15000kbps_1080p_59_94fps_hevc,4.13793103448276
cutting_orange_tuil,7500kbps_2160p_59_94fps_hevc,4.3448275862069
cutting_orange_tuil,15000kbps_2160p_59_94fps_hevc,4.37931034482759
cutting_orange_tuil,40000kbps_2160p_59_94fps_hevc,4.51724137931035
cutting_orange_tuil,200kbps_360p_59_94fps_vp9,2.03448275862069
cutting_orange_tuil,750kbps_360p_59_94fps_vp9,2.41379310344828
cutting_orange_tuil,750kbps_720p_59_94fps_vp9,3.3448275862069
cutting_orange_tuil,2000kbps_720p_59_94fps_vp9,3.72413793103448
cutting_orange_tuil,2000kbps_1080p_59_94fps_vp9,3.62068965517241
cutting_orange_tuil,7500kbps_1080p_59_94fps_vp9,4.06896551724138
cutting_orange_tuil,15000kbps_1080p_59_94fps_vp9,4.06896551724138
cutting_orange_tuil,7500kbps_2160p_59_94fps_vp9,4.2758620689655205
cutting_orange_tuil,15000kbps_2160p_59_94fps_vp9,4.31034482758621
cutting_orange_tuil,40000kbps_2160p_59_94fps_vp9,4.48275862068965
surfing_sony_8bit,200kbps_360p_59_94fps_h264,1.10344827586207
surfing_sony_8bit,750kbps_360p_59_94fps_h264,1.9655172413793105
surfing_sony_8bit,750kbps_720p_59_94fps_h264,1.6896551724137898
surfing_sony_8bit,2000kbps_720p_59_94fps_h264,2.8275862068965503
surfing_sony_8bit,2000kbps_1080p_59_94fps_h264,2.3448275862069
surfing_sony_8bit,7500kbps_1080p_59_94fps_h264,3.931034482758621
surfing_sony_8bit,15000kbps_1080p_59_94fps_h264,4.41379310344828
surfing_sony_8bit,7500kbps_2160p_59_94fps_h264,2.931034482758621
surfing_sony_8bit,15000kbps_2160p_59_94fps_h264,4.103448275862069
surfing_sony_8bit,40000kbps_2160p_59_94fps_h264,4.6551724137931
surfing_sony_8bit,200kbps_360p_59_94fps_hevc,1.17241379310345
surfing_sony_8bit,750kbps_360p_59_94fps_hevc,2.0
surfing_sony_8bit,750kbps_720p_59_94fps_hevc,1.55172413793103
surfing_sony_8bit,2000kbps_720p_59_94fps_hevc,2.7241379310344795
surfing_sony_8bit,2000kbps_1080p_59_94fps_hevc,2.931034482758621
surfing_sony_8bit,7500kbps_1080p_59_94fps_hevc,4.06896551724138
surfing_sony_8bit,15000kbps_1080p_59_94fps_hevc,4.2758620689655205
surfing_sony_8bit,7500kbps_2160p_59_94fps_hevc,3.931034482758621
surfing_sony_8bit,15000kbps_2160p_59_94fps_hevc,4.3448275862069
surfing_sony_8bit,40000kbps_2160p_59_94fps_hevc,4.86206896551724
surfing_sony_8bit,200kbps_360p_59_94fps_vp9,1.10344827586207
surfing_sony_8bit,750kbps_360p_59_94fps_vp9,2.0
surfing_sony_8bit,750kbps_720p_59_94fps_vp9,2.10344827586207
surfing_sony_8bit,2000kbps_720p_59_94fps_vp9,3.0
surfing_sony_8bit,2000kbps_1080p_59_94fps_vp9,2.89655172413793
surfing_sony_8bit,7500kbps_1080p_59_94fps_vp9,4.103448275862069
surfing_sony_8bit,15000kbps_1080p_59_94fps_vp9,4.31034482758621
surfing_sony_8bit,7500kbps_2160p_59_94fps_vp9,4.13793103448276
surfing_sony_8bit,15000kbps_2160p_59_94fps_vp9,4.44827586206897
surfing_sony_8bit,40000kbps_2160p_59_94fps_vp9,4.68965517241379
vegetables_tuil,200kbps_360p_59_94fps_h264,1.89655172413793
vegetables_tuil,750kbps_360p_59_94fps_h264,3.03448275862069
vegetables_tuil,750kbps_720p_59_94fps_h264,2.96551724137931
vegetables_tuil,2000kbps_720p_59_94fps_h264,3.5862068965517206
vegetables_tuil,2000kbps_1080p_59_94fps_h264,3.6551724137931
vegetables_tuil,7500kbps_1080p_59_94fps_h264,3.96551724137931
vegetables_tuil,15000kbps_1080p_59_94fps_h264,4.37931034482759
vegetables_tuil,7500kbps_2160p_59_94fps_h264,4.20689655172414
vegetables_tuil,15000kbps_2160p_59_94fps_h264,4.2758620689655205
vegetables_tuil,40000kbps_2160p_59_94fps_h264,4.41379310344828
vegetables_tuil,200kbps_360p_59_94fps_hevc,2.27586206896552
vegetables_tuil,750kbps_360p_59_94fps_hevc,2.89655172413793
vegetables_tuil,750kbps_720p_59_94fps_hevc,3.37931034482759
vegetables_tuil,2000kbps_720p_59_94fps_hevc,3.89655172413793
vegetables_tuil,2000kbps_1080p_59_94fps_hevc,4.103448275862069
vegetables_tuil,7500kbps_1080p_59_94fps_hevc,4.24137931034483
vegetables_tuil,15000kbps_1080p_59_94fps_hevc,4.3448275862069
vegetables_tuil,7500kbps_2160p_59_94fps_hevc,4.37931034482759
vegetables_tuil,15000kbps_2160p_59_94fps_hevc,4.48275862068965
vegetables_tuil,40000kbps_2160p_59_94fps_hevc,4.51724137931035
vegetables_tuil,200kbps_360p_59_94fps_vp9,2.1724137931034497
vegetables_tuil,750kbps_360p_59_94fps_vp9,2.86206896551724
vegetables_tuil,750kbps_720p_59_94fps_vp9,3.3448275862069
vegetables_tuil,2000kbps_720p_59_94fps_vp9,3.51724137931034
vegetables_tuil,2000kbps_1080p_59_94fps_vp9,4.06896551724138
vegetables_tuil,7500kbps_1080p_59_94fps_vp9,4.0
vegetables_tuil,15000kbps_1080p_59_94fps_vp9,3.96551724137931
vegetables_tuil,7500kbps_2160p_59_94fps_vp9,4.51724137931035
vegetables_tuil,15000kbps_2160p_59_94fps_vp9,4.48275862068965
vegetables_tuil,40000kbps_2160p_59_94fps_vp9,4.75862068965517
water_netflix,200kbps_360p_59_94fps_h264,1.10344827586207
water_netflix,750kbps_360p_59_94fps_h264,1.62068965517241
water_netflix,750kbps_720p_59_94fps_h264,1.48275862068966
water_netflix,2000kbps_720p_59_94fps_h264,2.0
water_netflix,2000kbps_1080p_59_94fps_h264,1.62068965517241
water_netflix,7500kbps_1080p_59_94fps_h264,3.24137931034483
water_netflix,15000kbps_1080p_59_94fps_h264,3.62068965517241
water_netflix,7500kbps_2160p_59_94fps_h264,1.89655172413793
water_netflix,15000kbps_2160p_59_94fps_h264,2.8275862068965503
water_netflix,40000kbps_2160p_59_94fps_h264,3.96551724137931
water_netflix,200kbps_360p_59_94fps_hevc,1.0
water_netflix,750kbps_360p_59_94fps_hevc,1.55172413793103
water_netflix,750kbps_720p_59_94fps_hevc,1.03448275862069
water_netflix,2000kbps_720p_59_94fps_hevc,2.0
water_netflix,2000kbps_1080p_59_94fps_hevc,1.27586206896552
water_netflix,7500kbps_1080p_59_94fps_hevc,3.31034482758621
water_netflix,15000kbps_1080p_59_94fps_hevc,4.0
water_netflix,7500kbps_2160p_59_94fps_hevc,2.62068965517241
water_netflix,15000kbps_2160p_59_94fps_hevc,3.41379310344828
water_netflix,40000kbps_2160p_59_94fps_hevc,4.37931034482759
water_netflix,200kbps_360p_59_94fps_vp9,1.31034482758621
water_netflix,750kbps_360p_59_94fps_vp9,1.9655172413793105
water_netflix,750kbps_720p_59_94fps_vp9,1.86206896551724
water_netflix,2000kbps_720p_59_94fps_vp9,2.68965517241379
water_netflix,2000kbps_1080p_59_94fps_vp9,2.51724137931034
water_netflix,7500kbps_1080p_59_94fps_vp9,3.6551724137931
water_netflix,15000kbps_1080p_59_94fps_vp9,4.20689655172414
water_netflix,7500kbps_2160p_59_94fps_vp9,3.48275862068966
water_netflix,15000kbps_2160p_59_94fps_vp9,4.0
water_netflix,40000kbps_2160p_59_94fps_vp9,4.48275862068965
american_football_harmonic_8s,97kbps_360p_59_94fps_h264,1.04166666666667
american_football_harmonic_8s,617kbps_360p_59_94fps_h264,2.25
american_football_harmonic_8s,1138kbps_360p_59_94fps_h264,2.4583333333333304
american_football_harmonic_8s,1659kbps_360p_59_94fps_h264,2.75
american_football_harmonic_8s,387kbps_720p_59_94fps_h264,1.125
american_football_harmonic_8s,2470kbps_720p_59_94fps_h264,3.4166666666666696
american_football_harmonic_8s,4553kbps_720p_59_94fps_h264,3.8333333333333295
american_football_harmonic_8s,6635kbps_720p_59_94fps_h264,4.0
american_football_harmonic_8s,871kbps_1080p_59_94fps_h264,1.5
american_football_harmonic_8s,5557kbps_1080p_59_94fps_h264,4.08333333333333
american_football_harmonic_8s,10244kbps_1080p_59_94fps_h264,4.41666666666667
american_football_harmonic_8s,14930kbps_1080p_59_94fps_h264,4.5
american_football_harmonic_8s,3484kbps_2160p_59_94fps_h264,1.5833333333333302
american_football_harmonic_8s,22229kbps_2160p_59_94fps_h264,4.54166666666667
american_football_harmonic_8s,40974kbps_2160p_59_94fps_h264,4.75
american_football_harmonic_8s,59720kbps_2160p_59_94fps_h264,4.70833333333333
american_football_harmonic_8s,97kbps_360p_59_94fps_hevc,1.04166666666667
american_football_harmonic_8s,617kbps_360p_59_94fps_hevc,2.2916666666666696
american_football_harmonic_8s,1138kbps_360p_59_94fps_hevc,2.7916666666666696
american_football_harmonic_8s,1659kbps_360p_59_94fps_hevc,2.7083333333333304
american_football_harmonic_8s,387kbps_720p_59_94fps_hevc,1.25
american_football_harmonic_8s,2470kbps_720p_59_94fps_hevc,3.625
american_football_harmonic_8s,4553kbps_720p_59_94fps_hevc,4.20833333333333
american_football_harmonic_8s,6635kbps_720p_59_94fps_hevc,4.125
american_football_harmonic_8s,871kbps_1080p_59_94fps_hevc,2.375
american_football_harmonic_8s,5557kbps_1080p_59_94fps_hevc,4.41666666666667
american_football_harmonic_8s,10244kbps_1080p_59_94fps_hevc,4.375
american_football_harmonic_8s,14930kbps_1080p_59_94fps_hevc,4.5
american_football_harmonic_8s,3484kbps_2160p_59_94fps_hevc,4.04166666666667
american_football_harmonic_8s,22229kbps_2160p_59_94fps_hevc,4.83333333333333
american_football_harmonic_8s,40974kbps_2160p_59_94fps_hevc,4.95833333333333
american_football_harmonic_8s,59720kbps_2160p_59_94fps_hevc,4.95833333333333
LeagueOfLegends-1_8s,97kbps_360p_60_0fps_h264,1.125
LeagueOfLegends-1_8s,617kbps_360p_60_0fps_h264,2.1666666666666696
LeagueOfLegends-1_8s,1138kbps_360p_60_0fps_h264,2.125
LeagueOfLegends-1_8s,1659kbps_360p_60_0fps_h264,2.3333333333333304
LeagueOfLegends-1_8s,387kbps_720p_60_0fps_h264,1.7083333333333302
LeagueOfLegends-1_8s,2470kbps_720p_60_0fps_h264,3.625
LeagueOfLegends-1_8s,4553kbps_720p_60_0fps_h264,3.9166666666666696
LeagueOfLegends-1_8s,6635kbps_720p_60_0fps_h264,3.9166666666666696
LeagueOfLegends-1_8s,871kbps_1080p_60_0fps_h264,2.5833333333333304
LeagueOfLegends-1_8s,5557kbps_1080p_60_0fps_h264,4.375
LeagueOfLegends-1_8s,10244kbps_1080p_60_0fps_h264,4.5
LeagueOfLegends-1_8s,14930kbps_1080p_60_0fps_h264,4.54166666666667
LeagueOfLegends-1_8s,3484kbps_2160p_60_0fps_h264,3.9166666666666696
LeagueOfLegends-1_8s,22229kbps_2160p_60_0fps_h264,4.83333333333333
LeagueOfLegends-1_8s,40974kbps_2160p_60_0fps_h264,4.79166666666667
LeagueOfLegends-1_8s,59720kbps_2160p_60_0fps_h264,4.66666666666667
LeagueOfLegends-1_8s,97kbps_360p_60_0fps_hevc,1.16666666666667
LeagueOfLegends-1_8s,617kbps_360p_60_0fps_hevc,2.0833333333333304
LeagueOfLegends-1_8s,1138kbps_360p_60_0fps_hevc,2.125
LeagueOfLegends-1_8s,1659kbps_360p_60_0fps_hevc,2.3333333333333304
LeagueOfLegends-1_8s,387kbps_720p_60_0fps_hevc,2.1666666666666696
LeagueOfLegends-1_8s,2470kbps_720p_60_0fps_hevc,3.6666666666666696
LeagueOfLegends-1_8s,4553kbps_720p_60_0fps_hevc,3.9583333333333295
LeagueOfLegends-1_8s,6635kbps_720p_60_0fps_hevc,4.04166666666667
LeagueOfLegends-1_8s,871kbps_1080p_60_0fps_hevc,3.0
LeagueOfLegends-1_8s,5557kbps_1080p_60_0fps_hevc,4.25
LeagueOfLegends-1_8s,10244kbps_1080p_60_0fps_hevc,4.33333333333333
LeagueOfLegends-1_8s,14930kbps_1080p_60_0fps_hevc,4.625
LeagueOfLegends-1_8s,3484kbps_2160p_60_0fps_hevc,4.54166666666667
LeagueOfLegends-1_8s,22229kbps_2160p_60_0fps_hevc,4.70833333333333
LeagueOfLegends-1_8s,40974kbps_2160p_60_0fps_hevc,4.75
LeagueOfLegends-1_8s,59720kbps_2160p_60_0fps_hevc,4.875
cutting_orange_tuil_8s,97kbps_360p_59_94fps_h264,1.4166666666666698
cutting_orange_tuil_8s,617kbps_360p_59_94fps_h264,2.625
cutting_orange_tuil_8s,1138kbps_360p_59_94fps_h264,2.625
cutting_orange_tuil_8s,1659kbps_360p_59_94fps_h264,2.8333333333333304
cutting_orange_tuil_8s,387kbps_720p_59_94fps_h264,2.0833333333333304
cutting_orange_tuil_8s,2470kbps_720p_59_94fps_h264,4.0
cutting_orange_tuil_8s,4553kbps_720p_59_94fps_h264,4.125
cutting_orange_tuil_8s,6635kbps_720p_59_94fps_h264,4.08333333333333
cutting_orange_tuil_8s,871kbps_1080p_59_94fps_h264,2.5416666666666696
cutting_orange_tuil_8s,5557kbps_1080p_59_94fps_h264,4.16666666666667
cutting_orange_tuil_8s,10244kbps_1080p_59_94fps_h264,4.41666666666667
cutting_orange_tuil_8s,14930kbps_1080p_59_94fps_h264,4.41666666666667
cutting_orange_tuil_8s,3484kbps_2160p_59_94fps_h264,3.4166666666666696
cutting_orange_tuil_8s,22229kbps_2160p_59_94fps_h264,4.58333333333333
cutting_orange_tuil_8s,40974kbps_2160p_59_94fps_h264,4.66666666666667
cutting_orange_tuil_8s,59720kbps_2160p_59_94fps_h264,4.875
cutting_orange_tuil_8s,97kbps_360p_59_94fps_hevc,1.5416666666666698
cutting_orange_tuil_8s,617kbps_360p_59_94fps_hevc,2.5
cutting_orange_tuil_8s,1138kbps_360p_59_94fps_hevc,3.0833333333333304
cutting_orange_tuil_8s,1659kbps_360p_59_94fps_hevc,3.0416666666666696
cutting_orange_tuil_8s,387kbps_720p_59_94fps_hevc,2.7083333333333304
cutting_orange_tuil_8s,2470kbps_720p_59_94fps_hevc,4.04166666666667
cutting_orange_tuil_8s,4553kbps_720p_59_94fps_hevc,4.25
cutting_orange_tuil_8s,6635kbps_720p_59_94fps_hevc,3.9583333333333295
cutting_orange_tuil_8s,871kbps_1080p_59_94fps_hevc,3.4583333333333304
cutting_orange_tuil_8s,5557kbps_1080p_59_94fps_hevc,4.41666666666667
cutting_orange_tuil_8s,10244kbps_1080p_59_94fps_hevc,4.375
cutting_orange_tuil_8s,14930kbps_1080p_59_94fps_hevc,4.66666666666667
cutting_orange_tuil_8s,3484kbps_2160p_59_94fps_hevc,4.54166666666667
cutting_orange_tuil_8s,22229kbps_2160p_59_94fps_hevc,4.75
cutting_orange_tuil_8s,40974kbps_2160p_59_94fps_hevc,4.66666666666667
cutting_orange_tuil_8s,59720kbps_2160p_59_94fps_hevc,4.83333333333333
Dancers_8s,97kbps_360p_60_0fps_h264,1.5833333333333302
Dancers_8s,617kbps_360p_60_0fps_h264,2.6666666666666696
Dancers_8s,1138kbps_360p_60_0fps_h264,2.5833333333333304
Dancers_8s,1659kbps_360p_60_0fps_h264,2.7083333333333304
Dancers_8s,387kbps_720p_60_0fps_h264,2.875
Dancers_8s,2470kbps_720p_60_0fps_h264,3.2916666666666696
Dancers_8s,4553kbps_720p_60_0fps_h264,3.875
Dancers_8s,6635kbps_720p_60_0fps_h264,3.8333333333333295
Dancers_8s,871kbps_1080p_60_0fps_h264,3.2083333333333304
Dancers_8s,5557kbps_1080p_60_0fps_h264,2.1666666666666696
Dancers_8s,10244kbps_1080p_60_0fps_h264,3.9583333333333295
Dancers_8s,14930kbps_1080p_60_0fps_h264,4.29166666666667
Dancers_8s,3484kbps_2160p_60_0fps_h264,2.2916666666666696
Dancers_8s,22229kbps_2160p_60_0fps_h264,3.8333333333333295
Dancers_8s,40974kbps_2160p_60_0fps_h264,2.5
Dancers_8s,59720kbps_2160p_60_0fps_h264,3.0833333333333304
Dancers_8s,97kbps_360p_60_0fps_hevc,1.4166666666666698
Dancers_8s,617kbps_360p_60_0fps_hevc,2.875
Dancers_8s,1138kbps_360p_60_0fps_hevc,2.6666666666666696
Dancers_8s,1659kbps_360p_60_0fps_hevc,2.9166666666666696
Dancers_8s,387kbps_720p_60_0fps_hevc,3.125
Dancers_8s,2470kbps_720p_60_0fps_hevc,4.0
Dancers_8s,4553kbps_720p_60_0fps_hevc,4.08333333333333
Dancers_8s,6635kbps_720p_60_0fps_hevc,4.0
Dancers_8s,871kbps_1080p_60_0fps_hevc,3.625
Dancers_8s,5557kbps_1080p_60_0fps_hevc,4.20833333333333
Dancers_8s,10244kbps_1080p_60_0fps_hevc,4.125
Dancers_8s,14930kbps_1080p_60_0fps_hevc,4.25
Dancers_8s,3484kbps_2160p_60_0fps_hevc,4.0
Dancers_8s,22229kbps_2160p_60_0fps_hevc,4.20833333333333
Dancers_8s,40974kbps_2160p_60_0fps_hevc,4.5
Dancers_8s,59720kbps_2160p_60_0fps_hevc,4.33333333333333
Moment_of_Intensity_8s,97kbps_360p_59_94fps_h264,1.16666666666667
Moment_of_Intensity_8s,617kbps_360p_59_94fps_h264,2.3333333333333304
Moment_of_Intensity_8s,1138kbps_360p_59_94fps_h264,2.625
Moment_of_Intensity_8s,1659kbps_360p_59_94fps_h264,2.6666666666666696
Moment_of_Intensity_8s,387kbps_720p_59_94fps_h264,1.8333333333333304
Moment_of_Intensity_8s,2470kbps_720p_59_94fps_h264,3.5
Moment_of_Intensity_8s,4553kbps_720p_59_94fps_h264,3.7083333333333295
Moment_of_Intensity_8s,6635kbps_720p_59_94fps_h264,3.9583333333333295
Moment_of_Intensity_8s,871kbps_1080p_59_94fps_h264,2.0833333333333304
Moment_of_Intensity_8s,5557kbps_1080p_59_94fps_h264,4.20833333333333
Moment_of_Intensity_8s,10244kbps_1080p_59_94fps_h264,4.375
Moment_of_Intensity_8s,14930kbps_1080p_59_94fps_h264,4.20833333333333
Moment_of_Intensity_8s,3484kbps_2160p_59_94fps_h264,2.4166666666666696
Moment_of_Intensity_8s,22229kbps_2160p_59_94fps_h264,4.25
Moment_of_Intensity_8s,40974kbps_2160p_59_94fps_h264,4.58333333333333
Moment_of_Intensity_8s,59720kbps_2160p_59_94fps_h264,4.5
Moment_of_Intensity_8s,97kbps_360p_59_94fps_hevc,1.25
Moment_of_Intensity_8s,617kbps_360p_59_94fps_hevc,2.25
Moment_of_Intensity_8s,1138kbps_360p_59_94fps_hevc,2.7083333333333304
Moment_of_Intensity_8s,1659kbps_360p_59_94fps_hevc,2.7916666666666696
Moment_of_Intensity_8s,387kbps_720p_59_94fps_hevc,2.0833333333333304
Moment_of_Intensity_8s,2470kbps_720p_59_94fps_hevc,3.7083333333333295
Moment_of_Intensity_8s,4553kbps_720p_59_94fps_hevc,3.9166666666666696
Moment_of_Intensity_8s,6635kbps_720p_59_94fps_hevc,3.9166666666666696
Moment_of_Intensity_8s,871kbps_1080p_59_94fps_hevc,2.8333333333333304
Moment_of_Intensity_8s,5557kbps_1080p_59_94fps_hevc,4.08333333333333
Moment_of_Intensity_8s,10244kbps_1080p_59_94fps_hevc,4.25
Moment_of_Intensity_8s,14930kbps_1080p_59_94fps_hevc,4.16666666666667
Moment_of_Intensity_8s,3484kbps_2160p_59_94fps_hevc,4.25
Moment_of_Intensity_8s,22229kbps_2160p_59_94fps_hevc,4.54166666666667
Moment_of_Intensity_8s,40974kbps_2160p_59_94fps_hevc,4.54166666666667
Moment_of_Intensity_8s,59720kbps_2160p_59_94fps_hevc,4.45833333333333
water_netflix_8s,97kbps_360p_59_94fps_h264,1.04166666666667
water_netflix_8s,617kbps_360p_59_94fps_h264,1.7916666666666698
water_netflix_8s,1138kbps_360p_59_94fps_h264,2.1666666666666696
water_netflix_8s,1659kbps_360p_59_94fps_h264,2.375
water_netflix_8s,387kbps_720p_59_94fps_h264,1.04166666666667
water_netflix_8s,2470kbps_720p_59_94fps_h264,2.5
water_netflix_8s,4553kbps_720p_59_94fps_h264,3.1666666666666696
water_netflix_8s,6635kbps_720p_59_94fps_h264,3.4583333333333304
water_netflix_8s,871kbps_1080p_59_94fps_h264,1.25
water_netflix_8s,5557kbps_1080p_59_94fps_h264,3.2916666666666696
water_netflix_8s,10244kbps_1080p_59_94fps_h264,3.625
water_netflix_8s,14930kbps_1080p_59_94fps_h264,4.04166666666667
water_netflix_8s,3484kbps_2160p_59_94fps_h264,1.5416666666666698
water_netflix_8s,22229kbps_2160p_59_94fps_h264,3.7083333333333295
water_netflix_8s,40974kbps_2160p_59_94fps_h264,4.125
water_netflix_8s,59720kbps_2160p_59_94fps_h264,4.16666666666667
water_netflix_8s,97kbps_360p_59_94fps_hevc,1.08333333333333
water_netflix_8s,617kbps_360p_59_94fps_hevc,2.0
water_netflix_8s,1138kbps_360p_59_94fps_hevc,2.1666666666666696
water_netflix_8s,1659kbps_360p_59_94fps_hevc,2.3333333333333304
water_netflix_8s,387kbps_720p_59_94fps_hevc,1.25
water_netflix_8s,2470kbps_720p_59_94fps_hevc,2.7916666666666696
water_netflix_8s,4553kbps_720p_59_94fps_hevc,3.0833333333333304
water_netflix_8s,6635kbps_720p_59_94fps_hevc,3.3333333333333304
water_netflix_8s,871kbps_1080p_59_94fps_hevc,1.4583333333333302
water_netflix_8s,5557kbps_1080p_59_94fps_hevc,3.2916666666666696
water_netflix_8s,10244kbps_1080p_59_94fps_hevc,3.6666666666666696
water_netflix_8s,14930kbps_1080p_59_94fps_hevc,3.9166666666666696
water_netflix_8s,3484kbps_2160p_59_94fps_hevc,2.2916666666666696
water_netflix_8s,22229kbps_2160p_59_94fps_hevc,4.16666666666667
water_netflix_8s,40974kbps_2160p_59_94fps_hevc,4.41666666666667
water_netflix_8s,59720kbps_2160p_59_94fps_hevc,4.375
